mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.85,"7km W of Cobb, CA",1621254331300,1621255333818,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563700,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563700&format=geojson,,,,,automatic,0,11,nc,73563700,",nc73563700,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.008213,0.02,112.0,md,earthquake,"M 0.9 - 7km W of Cobb, CA"
4.8,"261 km S of Sinabang, Indonesia",1621254116689,1621257408040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e3s5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e3s5&format=geojson,,,,,reviewed,0,354,us,7000e3s5,",us7000e3s5,",",us,",",origin,phase-data,",,1.519,0.8,194.0,mb,earthquake,"M 4.8 - 261 km S of Sinabang, Indonesia"
0.9,"17 km N of Fritz Creek, Alaska",1621254114961,1621546211554,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216arwd6w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216arwd6w&format=geojson,,,,,automatic,0,12,ak,0216arwd6w,",ak0216arwd6w,",",ak,",",origin,",,,0.06,,ml,earthquake,"M 0.9 - 17 km N of Fritz Creek, Alaska"
1.1,"3 km SE of Central, Alaska",1621254014795,1621546211239,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216arw2dj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216arw2dj&format=geojson,,,,,automatic,0,19,ak,0216arw2dj,",ak0216arw2dj,",",ak,",",origin,",,,0.69,,ml,earthquake,"M 1.1 - 3 km SE of Central, Alaska"
1.3,"40 km N of Valdez, Alaska",1621253834432,1621546210923,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216arvf76,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216arvf76&format=geojson,,,,,automatic,0,26,ak,0216arvf76,",ak0216arvf76,",",ak,",",origin,",,,0.99,,ml,earthquake,"M 1.3 - 40 km N of Valdez, Alaska"
2.14,"10 km E of Pāhala, Hawaii",1621253576550,1621253907760,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72472057,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72472057&format=geojson,,,,,automatic,0,70,hv,72472057,",hv72472057,",",hv,",",origin,phase-data,",52.0,,0.129999995,158.0,ml,earthquake,"M 2.1 - 10 km E of Pāhala, Hawaii"
1.4,"61 km SSW of Goldfield, Nevada",1621253509724,1621256201022,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807422,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807422&format=geojson,,,,,automatic,0,30,nn,00807422,",nn00807422,",",nn,",",origin,phase-data,",19.0,0.167,0.3157,155.81,ml,earthquake,"M 1.4 - 61 km SSW of Goldfield, Nevada"
0.6,"3km WNW of Brawley, CA",1621253122960,1621288144130,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655751&format=geojson,,,,,reviewed,0,6,ci,39655751,",ci39655751,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.05275,0.27,118.0,ml,earthquake,"M 0.6 - 3km WNW of Brawley, CA"
0.75,"3km NNW of The Geysers, CA",1621252862090,1621253952690,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563695,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563695&format=geojson,,,,,automatic,0,9,nc,73563695,",nc73563695,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.007783,0.03,91.0,md,earthquake,"M 0.8 - 3km NNW of The Geysers, CA"
1.14,"11km E of Yorba Linda, CA",1621252760400,1621258561375,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655743,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655743&format=geojson,,,,,reviewed,0,20,ci,39655743,",ci39655743,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",34.0,0.08231,0.18,43.0,ml,earthquake,"M 1.1 - 11km E of Yorba Linda, CA"
1.83,"38km NNE of Toms Place, CA",1621252314430,1621308555150,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563690,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563690&format=geojson,,,,,reviewed,0,52,nc,73563690,",nc73563690,nn00807417,",",nc,nn,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.2034,0.05,96.0,md,earthquake,"M 1.8 - 38km NNE of Toms Place, CA"
1.7,"45 km NW of Toyah, Texas",1621251429059,1621735342614,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021jpjk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021jpjk&format=geojson,,,,,reviewed,0,44,tx,2021jpjk,",tx2021jpjk,",",tx,",",origin,phase-data,",15.0,0.09979553381,0.3,53.0,ml,earthquake,"M 1.7 - 45 km NW of Toyah, Texas"
1.4,"30 km SE of Mina, Nevada",1621251409986,1621252379715,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807413,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807413&format=geojson,,,,,automatic,0,30,nn,00807413,",nn00807413,",",nn,",",origin,phase-data,",20.0,0.025,0.1274,77.25,ml,earthquake,"M 1.4 - 30 km SE of Mina, Nevada"
1.56,"4km SW of Rancho Cucamonga, CA",1621251252600,1621258583530,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655711&format=geojson,,,,,reviewed,0,37,ci,39655711,",ci39655711,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",48.0,0.03018,0.18,46.0,ml,earthquake,"M 1.6 - 4km SW of Rancho Cucamonga, CA"
1.1,"21 km N of Benton, California",1621251245905,1621251455763,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807410,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807410&format=geojson,,,,,automatic,0,19,nn,00807410,",nn00807410,",",nn,",",origin,phase-data,",12.0,0.245,0.3305,119.24,ml,earthquake,"M 1.1 - 21 km N of Benton, California"
1.64,"4km S of San Juan Bautista, CA",1621251194560,1621538532906,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563685,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563685&format=geojson,,,,,reviewed,0,41,nc,73563685,",nc73563685,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",38.0,0.02694,0.17,51.0,md,earthquake,"M 1.6 - 4km S of San Juan Bautista, CA"
1.51,"40km NNE of Toms Place, CA",1621250938740,1621286114653,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563680,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563680&format=geojson,,,,,reviewed,0,35,nc,73563680,",nc73563680,nn00807407,",",nc,nn,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",34.0,0.203,0.07,62.0,md,earthquake,"M 1.5 - 40km NNE of Toms Place, CA"
1.1,"40 km N of Valdez, Alaska",1621250598093,1621546210607,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216arba69,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216arba69&format=geojson,,,,,automatic,0,19,ak,0216arba69,",ak0216arba69,",",ak,",",origin,",,,0.73,,ml,earthquake,"M 1.1 - 40 km N of Valdez, Alaska"
0.86,"9km WNW of Cobb, CA",1621250302690,1621251305243,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563675,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563675&format=geojson,,,,,automatic,0,11,nc,73563675,",nc73563675,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.009752,0.01,92.0,md,earthquake,"M 0.9 - 9km WNW of Cobb, CA"
1.54,"11km E of Yorba Linda, CA",1621250022050,1621258644400,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655695,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655695&format=geojson,,,,,reviewed,0,36,ci,39655695,",ci39655695,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",56.0,0.08124,0.18,35.0,ml,earthquake,"M 1.5 - 11km E of Yorba Linda, CA"
1.9,"31 km WSW of Edna Bay, Alaska",1621249785223,1621546210289,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216ar8c8q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216ar8c8q&format=geojson,,,,,automatic,0,56,ak,0216ar8c8q,",ak0216ar8c8q,",",ak,",",origin,",,,0.72,,ml,earthquake,"M 1.9 - 31 km WSW of Edna Bay, Alaska"
1.21,"9 km SE of Lambert, Oklahoma",1621249781770,1621347711840,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jpin,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jpin&format=geojson,,,,,reviewed,0,23,ok,2021jpin,",ok2021jpin,",",ok,",",origin,phase-data,",63.0,0.1583689226,0.22,81.0,ml,earthquake,"M 1.2 - 9 km SE of Lambert, Oklahoma"
3.3,"4 km SSW of L'Épiphanie, Canada",1621249402804,1621398590608,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e3rp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e3rp&format=geojson,311.0,4.3,,,reviewed,0,301,us,7000e3rp,",us7000e3rp,",",us,",",dyfi,origin,phase-data,",,0.32,0.41,95.0,mb_lg,earthquake,"M 3.3 - 4 km SSW of L'Épiphanie, Canada"
4.8,"49 km ESE of Yonakuni, Japan",1621249292028,1621251540040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e3rn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e3rn&format=geojson,,,,,reviewed,0,354,us,7000e3rn,",us7000e3rn,",",us,",",origin,phase-data,",,0.431,0.81,106.0,mb,earthquake,"M 4.8 - 49 km ESE of Yonakuni, Japan"
1.21,"10km SW of Searles Valley, CA",1621249254950,1621258611360,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655679,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655679&format=geojson,,,,,reviewed,0,23,ci,39655679,",ci39655679,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.1079,0.19,150.0,ml,earthquake,"M 1.2 - 10km SW of Searles Valley, CA"
2.02,"16km E of Ocotillo, CA",1621249110120,1621361651430,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655671&format=geojson,,,,,reviewed,0,63,ci,39655671,",ci39655671,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",59.0,0.1275,0.26,48.0,ml,earthquake,"M 2.0 - 16km E of Ocotillo, CA"
1.75,"11km NW of Pinnacles, CA",1621249105110,1621420701291,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563665,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563665&format=geojson,,,,,reviewed,0,47,nc,73563665,",nc73563665,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39.0,0.04262,0.11,66.0,md,earthquake,"M 1.8 - 11km NW of Pinnacles, CA"
1.61,"15km NNE of Angwin, CA",1621249101430,1621501873175,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563660,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563660&format=geojson,,,,,reviewed,0,40,nc,73563660,",nc73563660,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.0739,0.09,100.0,md,earthquake,"M 1.6 - 15km NNE of Angwin, CA"
-0.14,"5km E of Mammoth Lakes, CA",1621248634450,1621264204062,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563655,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563655&format=geojson,,,,,reviewed,0,0,nc,73563655,",nc73563655,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.01839,0.01,93.0,md,earthquake,"M -0.1 - 5km E of Mammoth Lakes, CA"
1.2,"12km WNW of Avila Beach, CA",1621248163910,1621333032976,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563650,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563650&format=geojson,,,,,reviewed,0,22,nc,73563650,",nc73563650,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.06041,0.08,188.0,md,earthquake,"M 1.2 - 12km WNW of Avila Beach, CA"
1.8,"28 km SSE of Mina, Nevada",1621248089093,1621296383035,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807404,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807404&format=geojson,,,,,reviewed,0,50,nn,00807404,",nn00807404,",",nn,",",origin,phase-data,",22.0,0.025,0.1526,93.73,ml,earthquake,"M 1.8 - 28 km SSE of Mina, Nevada"
4.3,"278 km N of Kuril’sk, Russia",1621247720540,1621256391040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e3rf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e3rf&format=geojson,,,,,reviewed,0,284,us,7000e3rf,",us7000e3rf,",",us,",",origin,phase-data,",,3.349,0.68,105.0,mb,earthquake,"M 4.3 - 278 km N of Kuril’sk, Russia"
2.38,"3 km SW of Guánica, Puerto Rico",1621247707830,1621253489712,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021137004,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021137004&format=geojson,,,,,reviewed,0,87,pr,2021137004,",pr2021137004,",",pr,",",origin,phase-data,",11.0,0.1874,0.1,219.0,md,earthquake,"M 2.4 - 3 km SW of Guánica, Puerto Rico"
0.32,"10km WNW of Anza, CA",1621247664030,1621470017254,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655655,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655655&format=geojson,,,,,reviewed,0,2,ci,39655655,",ci39655655,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.01241,0.14,71.0,ml,earthquake,"M 0.3 - 10km WNW of Anza, CA"
0.7,"31 km SE of Mina, Nevada",1621247414369,1621295632502,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807402,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807402&format=geojson,,,,,reviewed,0,8,nn,00807402,",nn00807402,",",nn,",",origin,phase-data,",16.0,0.013,0.1098,102.51,ml,earthquake,"M 0.7 - 31 km SE of Mina, Nevada"
0.93,"5km NW of The Geysers, CA",1621247123320,1621248216967,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563645,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563645&format=geojson,,,,,automatic,0,13,nc,73563645,",nc73563645,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.002704,0.02,36.0,md,earthquake,"M 0.9 - 5km NW of The Geysers, CA"
1.22,"5km SSE of Banning, CA",1621247051920,1621359772230,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655647,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655647&format=geojson,,,,,reviewed,0,23,ci,39655647,",ci39655647,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",52.0,0.06578,0.13,47.0,ml,earthquake,"M 1.2 - 5km SSE of Banning, CA"
1.2,"4 km ESE of Big Lake, Alaska",1621245969083,1621546209972,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216aqm6p5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216aqm6p5&format=geojson,,,,,automatic,0,22,ak,0216aqm6p5,",ak0216aqm6p5,",",ak,",",origin,",,,0.67,,ml,earthquake,"M 1.2 - 4 km ESE of Big Lake, Alaska"
2.0,"27 km SSE of Mina, Nevada",1621245893916,1621289115984,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807399,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807399&format=geojson,,,,,reviewed,0,62,nn,00807399,",nn00807399,",",nn,",",origin,phase-data,",25.0,0.019,0.1442,82.98,ml,earthquake,"M 2.0 - 27 km SSE of Mina, Nevada"
4.4,"51 km W of Ovalle, Chile",1621245370233,1621836100040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e3ra,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e3ra&format=geojson,,,,,reviewed,0,298,us,7000e3ra,",us7000e3ra,",",us,",",origin,phase-data,",,0.134,1.13,180.0,mb,earthquake,"M 4.4 - 51 km W of Ovalle, Chile"
-0.59,"84 km NNW of Karluk, Alaska",1621245254680,1621473634060,,https://earthquake.usgs.gov/earthquakes/eventpage/av91027528,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91027528&format=geojson,,,,,reviewed,0,0,av,91027528,",av91027528,",",av,",",origin,phase-data,",8.0,,0.19,153.0,ml,earthquake,"M -0.6 - 84 km NNW of Karluk, Alaska"
2.08,"4 km ESE of Perry, Oklahoma",1621245242470,1621256092506,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jpga,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jpga&format=geojson,,,,,reviewed,0,67,ok,2021jpga,",ok2021jpga,",",ok,",",origin,phase-data,",78.0,0.0,0.24,27.0,ml,earthquake,"M 2.1 - 4 km ESE of Perry, Oklahoma"
2.48,"15km WSW of Petrolia, CA",1621244385360,1622199614036,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563635,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563635&format=geojson,,,,,reviewed,0,95,nc,73563635,",nc73563635,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.09046,0.09,249.0,md,earthquake,"M 2.5 - 15km WSW of Petrolia, CA"
1.5,"52 km SSW of Whites City, New Mexico",1621244148884,1621725707557,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021jpfk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021jpfk&format=geojson,,,,,reviewed,0,35,tx,2021jpfk,",tx2021jpfk,",",tx,",",origin,phase-data,",10.0,0.04420208054,0.3,84.0,ml,earthquake,"M 1.5 - 52 km SSW of Whites City, New Mexico"
1.0,"30 km SE of Mina, Nevada",1621244070055,1621295071516,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807397,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807397&format=geojson,,,,,reviewed,0,15,nn,00807397,",nn00807397,",",nn,",",origin,phase-data,",15.0,0.024,0.1196,107.63,ml,earthquake,"M 1.0 - 30 km SE of Mina, Nevada"
1.2,"27 km E of Denali National Park, Alaska",1621243897179,1621546209655,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216aq6689,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216aq6689&format=geojson,,,,,automatic,0,22,ak,0216aq6689,",ak0216aq6689,",",ak,",",origin,",,,0.85,,ml,earthquake,"M 1.2 - 27 km E of Denali National Park, Alaska"
0.27,"43 km ENE of Adak, Alaska",1621243779250,1621450029060,,https://earthquake.usgs.gov/earthquakes/eventpage/av91245701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91245701&format=geojson,,,,,reviewed,0,1,av,91245701,",av91245701,",",av,",",origin,phase-data,",5.0,,0.18,122.0,ml,earthquake,"M 0.3 - 43 km ENE of Adak, Alaska"
1.4,"38 km E of Pedro Bay, Alaska",1621243666122,1621546209339,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216aq5bzo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216aq5bzo&format=geojson,,,,,automatic,0,30,ak,0216aq5bzo,",ak0216aq5bzo,",",ak,",",origin,",,,0.37,,ml,earthquake,"M 1.4 - 38 km E of Pedro Bay, Alaska"
1.12,"16km WSW of Toms Place, CA",1621243017800,1621273275532,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563630,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563630&format=geojson,,,,,reviewed,0,19,nc,73563630,",nc73563630,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.07344,0.05,185.0,md,earthquake,"M 1.1 - 16km WSW of Toms Place, CA"
4.5,Kermadec Islands region,1621242807946,1621835317040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e52d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e52d&format=geojson,,,,,reviewed,0,312,us,7000e52d,",us7000e52d,",",us,",",origin,phase-data,",,1.275,0.52,167.0,mb,earthquake,M 4.5 - Kermadec Islands region
0.36,"7km WNW of Cobb, CA",1621242390270,1621244952499,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563615,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563615&format=geojson,,,,,automatic,0,2,nc,73563615,",nc73563615,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.007516,0.01,67.0,md,earthquake,"M 0.4 - 7km WNW of Cobb, CA"
1.1,"21 km ENE of King Salmon, Alaska",1621242311426,1621546209020,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216aq0jk6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216aq0jk6&format=geojson,,,,,automatic,0,19,ak,0216aq0jk6,",ak0216aq0jk6,",",ak,",",origin,",,,0.72,,ml,earthquake,"M 1.1 - 21 km ENE of King Salmon, Alaska"
1.32,"17km SE of Lone Pine, CA",1621242281120,1621283968434,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39655631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39655631&format=geojson,,,,,reviewed,0,27,ci,39655631,",ci39655631,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.1036,0.15,71.0,ml,earthquake,"M 1.3 - 17km SE of Lone Pine, CA"
1.2,"56 km SSE of Kokhanok, Alaska",1621242216073,1621546208701,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216aq0613,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216aq0613&format=geojson,,,,,automatic,0,22,ak,0216aq0613,",ak0216aq0613,",",ak,",",origin,",,,0.47,,ml,earthquake,"M 1.2 - 56 km SSE of Kokhanok, Alaska"
1.0,"26 km WNW of Petersville, Alaska",1621241949465,1621546208386,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0216apqogy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0216apqogy&format=geojson,,,,,automatic,0,15,ak,0216apqogy,",ak0216apqogy,",",ak,",",origin,",,,1.02,,ml,earthquake,"M 1.0 - 26 km WNW of Petersville, Alaska"
1.81,"16km SSE of Tres Pinos, CA",1621241858650,1621418961139,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563605,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563605&format=geojson,,,,,reviewed,0,50,nc,73563605,",nc73563605,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33.0,0.05631,0.08,105.0,md,earthquake,"M 1.8 - 16km SSE of Tres Pinos, CA"
1.02,"15km NNE of Angwin, CA",1621241662440,1621276333299,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73563600,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73563600&format=geojson,,,,,reviewed,0,16,nc,73563600,",nc73563600,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.07061,0.15,103.0,md,earthquake,"M 1.0 - 15km NNE of Angwin, CA"
